Name,Category,Reinforcement,Damage,Damage Reduction,Aux Effects,Stat Requirements,Stat Bonuses,Critical,Weight,Stability,Durability,Sell Price,Spell Buff,Range,Buffable,Infusable
Godfrey's Axe,Ultra Greatswords,Boss,161/0/0/0/0,55/45/40/40/45,0/0/0,22/10/0/0,C/D/-/-,100,13.5,45,100,0.0,0.0,0.0,No,No
Gravelord Sword,Pikes,Regular,100/0/0/0/0,40/25/20/20/25,0/0/0,14/14/0/0,D/D/-/-,100,5.0,20,70,500.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Talismans,Unique,73/0/79/0/0,25/15/15/15/15,0/0/0,4/0/16/20,E/-/D/D,100,0.5,10,45,500.0,200.0,0.0,No,No
Godfrey's Axe,Straight Swords,Regular,70/0/0/0/0,40/25/20/20/25,0/0/0,8/8/0/0,D/D/-/-,100,1.0,30,30,3.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Straight Swords,Regular,99/0/0/0/0,45/30/25/25/30,0/0/0,8/10/0/0,D/C/-/-,110,2.0,30,65,100.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Greatbows,Unique,139/0/0/0/0,0/0/0/0/0,0/0/0,28/12/0/0,C/E/-/-,100,9.0,0,100,1000.0,0.0,39.0,No,No
Malenia's Winged Blade,Halberds,Boss,145/0/0/0/0,45/30/25/25/30,0/0/0,30/15/0/0,C/E/-/-,100,13.0,25,500,1000.0,0.0,0.0,No,No
Erdtree Bow,Ultra Greatswords,Boss,161/0/0/0/0,55/45/40/40/45,0/0/0,22/10/0/0,C/D/-/-,100,13.5,45,100,0.0,0.0,0.0,No,No
Rivers of Blood,Greataxes,Boss,157/0/88/0/0,50/40/35/35/40,0/0/0,28/0/12/12,C/E/D/D,100,14.5,40,60,1000.0,0.0,0.0,No,No
Godfrey's Axe,Greatshields,Unique,143/0/0/0/0,100/83/83/82/83,0/0/0,40/0/0/0,D/-/-/-,100,28.0,75,270,500.0,0.0,0.0,Yes,No
Darkmoon Bow,Torches,Regular,90/0/65/0/0,45/30/25/25/30,0/0/0,14/0/10/10,D/E/E/E,100,6.0,30,45,100.0,0.0,0.0,No,No
Erdtree Bow,Staves,Spell Tool,63/0/0/0/0,30/25/10/10/20,0/0/0,8/0/16/0,D/-/B/-,100,3.0,15,55,500.0,220.0,0.0,No,No
Hand of Malenia,Chimes,Unique,74/0/0/0/0,25/15/10/15/20,0/0/0,3/0/12/12,E/-/C/B,100,0.5,10,45,500.0,312.0,0.0,No,No
Godfrey's Axe,Great Hammers,Regular,149/0/0/0/0,55/40/35/35/40,0/43/0,21/13/0/0,C/-/-/-,100,16.0,40,140,100.0,0.0,0.0,Yes,Yes
Darkmoon Bow,Axes,Regular,110/0/0/0/0,45/30/25/25/30,0/0/0,9/8/0/0,D/D/-/-,100,2.5,30,60,100.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Greatshields,Boss,132/0/0/0/0,100/74/76/63/73,0/0/0,40/0/0/0,D/-/-/-,100,20.5,73,205,1000.0,0.0,0.0,No,No
Gravelord Sword,Daggers,Regular,85/0/0/0/0,30/20/15/15/20,0/0/0,4/8/0/0,E/E/-/-,110,0.5,15,40,1000.0,0.0,0.0,No,No
Noble's Estoc,Thrusting Swords,Regular,98/0/0/0/0,35/20/15/15/20,0/0/0,9/16/0/0,E/C/-/-,120,4.0,15,60,100.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Whips,Boss,79/0/0/0/0,25/15/10/10/15,0/34/0,10/12/0/17,C/E/-/B,100,3.5,10,50,1000.0,201.0,0.0,No,No
Hand of Malenia,Normal Shields,Unique,63/0/0/0/0,73/79/69/69/72,0/0/0,8/12/0/0,D/-/-/-,100,3.5,42,65,300.0,0.0,0.0,Yes,No
Gravelord Sword,Great Hammers,Regular,152/0/0/0/0,55/40/45/40/40,0/0/0,28/0/0/0,C/-/-/-,100,12.0,40,280,75.0,0.0,0.0,Yes,Yes
Erdtree Bow,Straight Swords,Regular,99/0/0/0/0,45/30/25/25/30,0/0/0,8/10/0/0,D/C/-/-,110,2.0,30,65,100.0,0.0,0.0,Yes,Yes
Hand of Malenia,Staves,Unique,120/0/0/0/0,30/25/20/20/20,0/0/0,12/0/14/10,D/D/B/C,100,3.0,15,55,500.0,270.0,0.0,No,No
Reduvia,Crossbows,Boss,77/0/0/0/0,0/0/0/0/0,0/0/0,16/20/0/0,-/-/-/-,100,7.5,-,20,1000.0,0.0,49.0,No,No
Reduvia,Reapers,Unique,100/0/0/0/0,40/25/20/20/25,0/30/0,14/19/0/12,E/A/-/-,100,7.5,20,55,300.0,0.0,0.0,No,No
Blasphemous Blade,Halberds,Regular,119/0/0/0/0,40/25/20/20/25,0/0/0,14/12/0/0,D/D/-/-,100,6.0,20,75,300.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Hammers,Regular,113/0/0/0/0,45/30/25/25/30,0/0/0,12/10/0/0,C/E/-/-,100,4.5,30,70,100.0,0.0,0.0,Yes,Yes
Reduvia,Greatshields,Regular,111/0/0/0/0,100/83/66/54/63,0/0/0,36/0/0/0,D/-/-/-,100,15.0,64,140,350.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Greataxes,Boss,185/0/0/0/0,55/45/40/40/45,0/0/0,38/10/0/0,C/-/-/-,100,19.0,40,140,1000.0,0.0,0.0,No,No
Godfrey's Axe,Normal Shields,Regular,76/0/0/0/0,55/70/53/56/46,0/0/0,8/0/0/0,D/-/-/-,100,2.0,45,50,100.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Normal Shields,Unique,113/0/0/0/0,100/65/85/52/63,0/0/0,18/0/0/0,D/-/-/-,100,7.5,60,130,500.0,0.0,0.0,Yes,No
Blasphemous Blade,Staves,Unique,120/0/0/0/0,30/25/20/20/20,0/0/0,12/0/14/10,D/D/B/C,100,3.0,15,55,500.0,270.0,0.0,No,No
Uchigatana,Staves,Spell Tool,60/0/0/0/0,25/25/10/10/15,0/0/0,7/0/18/0,D/-/B/-,100,2.5,10,55,200.0,208.0,0.0,No,No
Dragon Slayer Spear,Hammers,Regular,105/0/0/0/0,45/30/25/25/30,0/0/0,13/13/0/0,C/-/-/-,100,5.0,30,95,500.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Whips,Regular,102/0/0/0/0,25/15/10/10/15,36/0/0,9/20/0/0,-/D/-/-,100,2.5,10,50,400.0,0.0,0.0,Yes,No
Ringed Knight Paired Greatswords,Normal Shields,Regular,83/0/0/0/0,100/59/53/87/51,0/0/0,18/0/0/0,D/-/-/-,100,6.0,54,75,350.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Hammers,Regular,113/0/0/0/0,45/30/25/25/30,0/0/0,12/10/0/0,C/E/-/-,100,4.5,30,70,100.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Normal Shields,Regular,86/0/0/0/0,91/49/51/32/56,0/30/0,12/12/0/0,D/-/-/-,100,3.5,48,75,210.0,0.0,0.0,Yes,Yes
Noble's Estoc,Greataxes,Unique,201/0/0/0/0,60/45/50/40/45,0/0/0,36/18/0/0,C/D/-/-,100,19.5,40,150,500.0,0.0,0.0,No,No
Reduvia,Axes,Regular,135/0/0/0/0,45/30/25/25/30,0/0/0,15/10/0/0,C/E/-/-,100,6.5,35,80,100.0,0.0,0.0,Yes,Yes
Great Club,Straight Swords,Unique,112/0/0/0/0,45/30/25/25/30,0/0/0,12/12/0/16,D/D/-/C,100,3.0,30,70,500.0,0.0,0.0,Yes,No
Ringed Knight Paired Greatswords,Straight Swords,Regular,103/0/0/0/0,45/35/25/25/35,0/0/0,11/18/0/0,D/D/-/-,110,4.0,35,80,500.0,0.0,0.0,Yes,Yes
Great Club,Curved Swords,Regular,104/0/0/0/0,40/30/25/25/30,0/0/0,9/14/0/0,E/C/-/-,100,2.5,25,55,200.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Normal Shields,Unique,95/0/0/0/0,100/67/89/43/53,0/0/0,14/0/0/0,D/-/-/-,100,5.0,49,90,500.0,0.0,0.0,Yes,No
Noble's Estoc,Normal Shields,Regular,82/0/0/0/0,100/60/55/55/26,0/0/0,12/0/0/0,D/-/-/-,100,5.0,49,80,100.0,0.0,0.0,Yes,Yes
Reduvia,Spears,Regular,105/0/0/0/0,40/25/20/20/25,0/0/0,13/11/0/0,D/D/-/-,100,6.5,20,55,100.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Talismans,Spell Tool,53/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/14,D/-/-/B,100,0.5,10,65,100.0,203.0,0.0,No,No
Uchigatana,Normal Shields,Unique,92/0/0/0/0,89/43/38/33/36,0/0/0,10/0/0/0,D/-/-/-,100,4.5,50,75,500.0,0.0,0.0,Yes,No
Old King's Great Hammer,Greatshields,Boss,134/0/0/0/0,100/71/70/95/77,0/0/0,38/0/0/0,D/-/-/-,100,26.0,74,190,1000.0,0.0,0.0,Yes,No
Dragon Slayer Spear,Greatswords,Boss,69/130/0/0/0,55/60/35/35/40,0/0/0,16/11/26/0,E/-/C/-,100,10.5,40,75,2000.0,0.0,0.0,No,No
Uchigatana,Crossbows,Bow,72/0/0/0/0,0/0/0/0/0,0/0/0,14/8/0/0,-/-/-/-,100,4.5,0,55,100.0,0.0,50.0,No,No
Hand of Malenia,Katanas,Regular,104/0/0/0/0,45/25/20/20/25,0/30/0,13/25/0/0,D/C/-/-,100,8.5,30,35,300.0,0.0,0.0,Yes,Yes
Bloodhound Fang,Greatswords,Boss,147/0/0/0/0,50/35/30/30/35,0/0/0,19/13/0/0,C/D/-/-,100,9.0,40,55,2000.0,0.0,0.0,No,No
Lothric Knight Sword,Curved Swords,Regular,90/0/0/0/0,40/30/25/25/30,0/0/0,7/13/0/0,E/B/-/-,100,2.5,25,60,100.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Spears,Regular,95/0/0/0/0,40/25/20/20/25,0/0/0,12/15/0/0,D/C/-/-,100,6.0,20,70,100.0,0.0,0.0,Yes,Yes
Gravelord Sword,Halberds,Unique,118/0/75/0/0,40/25/20/20/25,0/0/0,18/18/12/12,D/D/B/-,100,10.0,25,85,200.0,220.0,0.0,No,No
Moonlight Greatsword,Axes,Regular,122/0/0/0/0,45/30/25/25/30,0/0/0,20/12/0/0,D/D/-/-,100,8.5,35,80,150.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Thrusting Swords,Regular,105/0/0/0/0,45/25/20/20/25,0/0/0,10/12/0/0,D/D/-/-,100,3.5,20,60,300.0,0.0,0.0,Yes,Yes
Bloodhound Fang,Straight Swords,Regular,129/0/0/0/0,45/30/25/25/30,0/0/0,10/10/0/12,D/E/-/-,100,3.0,30,80,100.0,0.0,0.0,Yes,Yes
Reduvia,Normal Shields,Regular,82/0/0/0/0,100/54/49/44/47,0/0/0,12/0/0/0,D/-/-/-,100,5.5,49,80,500.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Spears,Regular,105/0/0/0/0,40/25/20/20/25,0/0/0,13/11/0/0,D/D/-/-,100,6.5,20,55,100.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Thrusting Swords,Regular,98/0/0/0/0,35/20/15/15/20,0/0/0,9/16/0/0,E/C/-/-,120,4.0,15,60,100.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Greatswords,Unique,173/0/0/0/0,55/40/40/35/40,0/0/0,20/18/0/0,D/D/-/-,100,10.0,40,100,500.0,0.0,0.0,No,No
Great Club,Hammers,Regular,122/0/0/0/0,45/30/25/25/30,0/30/0,11/9/0/0,D/E/-/-,100,5.0,30,75,100.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Great Hammers,Regular,149/0/0/0/0,55/40/35/35/40,0/43/0,21/13/0/0,C/-/-/-,100,16.0,40,140,100.0,0.0,0.0,Yes,Yes
Rivers of Blood,Greataxes,Boss,200/0/0/74/0,55/45/40/40/45,0/0/0,40/0/0/0,D/E/-/D,100,20.0,40,165,1000.0,0.0,0.0,No,No
Old King's Great Hammer,Axes,Regular,125/0/0/0/0,45/30/25/25/30,0/0/0,12/8/0/0,D/D/-/-,100,4.0,30,80,120.0,0.0,0.0,Yes,Yes
Erdtree Bow,Halberds,Unique,118/0/75/0/0,40/25/20/20/25,0/0/0,18/18/12/12,D/D/B/-,100,10.0,25,85,200.0,220.0,0.0,No,No
Great Club,Fists,Boss,111/0/77/0/0,0/0/0/0/0,0/0/0,20/8/9/9,D/-/E/E,100,5.5,0,100,1000.0,0.0,0.0,No,No
Hand of Malenia,Greatswords,Boss,126/0/83/0/0,55/35/30/30/35,0/0/0,22/14/0/0,D/D/D/D,100,9.5,40,95,2000.0,0.0,0.0,No,No
Old King's Great Hammer,Curved Greatswords,Regular,140/0/0/0/0,60/50/40/40/50,0/0/0,22/18/0/0,D/D/-/-,100,14.0,45,120,500.0,0.0,0.0,Yes,Yes
Black Knight Halberd,Chimes,Spell Tool,54/0/0/0/0,25/15/10/20/15,0/0/0,3/0/0/30,D/-/-/A,100,0.5,10,60,100.0,247.0,0.0,No,No
Gravelord Sword,Staves,Spell Tool,60/0/0/0/0,25/25/10/10/15,0/0/0,6/0/12/0,E/-/B/-,100,2.5,10,45,50.0,218.0,0.0,No,No
Moonlight Greatsword,Pikes,Unique,126/0/12/0/0,45/30/20/20/30,0/0/0,15/17/0/0,D/D/E/E,100,9.0,25,90,800.0,0.0,0.0,No,No
Noble's Estoc,Daggers,Regular,93/0/0/0/0,40/25/20/20/25,0/0/0,12/16/0/0,E/E/-/-,110,2.5,20,55,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Curved Swords,Regular,93/0/0/0/0,40/35/25/25/35,0/30/0,10/18/0/0,D/D/-/-,100,6.5,30,70,70.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Hammers,Regular,110/0/0/0/0,45/30/30/30/30,0/30/0,12/0/0/0,C/-/-/-,100,4.0,30,45,70.0,0.0,0.0,Yes,Yes
Reduvia,Normal Shields,Regular,77/0/0/0/0,56/70/54/56/39,0/0/0,8/0/0/0,D/-/-/-,100,2.5,50,65,75.0,0.0,0.0,Yes,Yes
Darkmoon Bow,Small Shields,Regular,71/0/0/0/0,67/44/38/19/36,0/0/0,5/0/0/0,E/-/-/-,100,2.0,47,55,30.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Greatswords,Boss,110/86/0/0/0,50/35/30/30/35,0/0/0,17/15/12/0,D/D/C/-,100,9.0,40,85,1000.0,0.0,0.0,No,No
Blasphemous Blade,Daggers,Regular,64/0/0/0/0,35/20/15/15/20,36/0/0,10/8/0/0,E/C/-/-,100,2.0,15,45,100.0,0.0,0.0,Yes,Yes
Godfrey's Axe,Greatbows,Unique,139/0/0/0/0,0/0/0/0/0,0/0/0,28/12/0/0,C/E/-/-,100,9.0,0,100,1000.0,0.0,39.0,No,No
Great Club,Greatswords,Regular,138/0/0/0/0,50/35/30/30/35,0/0/0,16/10/0/0,D/D/-/-,100,8.0,35,75,300.0,0.0,0.0,Yes,Yes
Erdtree Bow,Small Shields,Regular,69/0/0/0/0,59/63/33/36/25,0/0/0,8/0/0/0,E/-/-/-,100,1.5,39,55,100.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Greatshields,Unique,143/0/0/0/0,100/83/83/82/83,0/0/0,40/0/0/0,D/-/-/-,100,28.0,75,270,500.0,0.0,0.0,Yes,No
Dragonscale Blade,Claws,Regular,86/0/0/0/0,-/-/-/-/-,0/30/0,6/14/0/0,E/C/-/-,110,1.5,-,55,100.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Axes,Regular,135/0/0/0/0,45/30/25/25/30,0/0/0,15/10/0/0,C/E/-/-,100,6.5,35,80,100.0,0.0,0.0,Yes,Yes
Black Knight Halberd,Hammers,Regular,113/0/0/0/0,45/30/25/25/30,0/0/0,12/10/0/0,C/E/-/-,100,4.5,30,70,100.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Talismans,Unique,73/0/79/0/0,25/15/15/15/15,0/0/0,4/0/16/20,E/-/D/D,100,0.5,10,45,500.0,200.0,0.0,No,No
Godfrey's Axe,Katanas,Regular,115/0/0/0/0,45/25/20/20/25,0/30/0,11/16/0/0,E/C/-/-,100,5.5,30,35,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Halberds,Regular,130/0/0/0/0,40/25/20/20/25,0/0/0,14/14/0/0,D/D/-/-,100,8.0,20,80,100.0,0.0,0.0,Yes,Yes
Bloodhound Fang,Normal Shields,Unique,103/0/0/0/0,100/65/35/70/60,0/0/0,12/0/0/0,D/-/-/-,100,5.0,50,80,300.0,0.0,0.0,Yes,No
Lothric Knight Sword,Greatswords,Regular,138/0/0/0/0,50/35/30/30/35,0/0/0,16/10/0/0,D/D/-/-,100,8.0,35,75,300.0,0.0,0.0,Yes,Yes
Hand of Malenia,Whips,Unique,77/0/80/0/0,30/15/20/10/15,0/0/0,9/17/12/12,-/D/C/C,100,3.0,15,50,1000.0,0.0,0.0,No,No
Godfrey's Axe,Curved Greatswords,Unique,155/0/0/0/0,55/45/40/40/45,0/0/0,19/25/0/0,D/C/-/-,100,13.0,45,95,1000.0,0.0,0.0,No,No
Great Club,Talismans,Spell Tool,53/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/16,D/-/-/A,100,0.5,10,65,300.0,242.0,0.0,No,No
Rivers of Blood,Normal Shields,Unique,95/0/0/0/0,100/67/89/43/53,0/0/0,14/0/0/0,D/-/-/-,100,5.0,49,90,500.0,0.0,0.0,Yes,No
Hand of Malenia,Normal Shields,Unique,102/0/0/0/0,100/75/50/57/47,0/0/0,14/0/0/0,D/-/-/-,100,5.5,50,100,250.0,0.0,0.0,Yes,No
Godfrey's Axe,Pikes,Regular,100/0/0/0/0,40/25/20/20/25,0/0/0,14/14/0/0,D/D/-/-,100,5.0,20,70,500.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Spears,Regular,108/0/0/0/0,40/25/20/20/25,0/0/0,14/12/0/0,D/D/-/-,100,6.5,20,65,100.0,0.0,0.0,Yes,Yes
Godfrey's Axe,Normal Shields,Regular,88/0/0/0/0,80/52/47/29/46,0/0/0,10/0/0/0,D/-/-/-,100,3.5,56,75,150.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Reapers,Unique,100/0/0/0/0,40/25/20/20/25,0/30/0,14/19/0/12,E/A/-/-,100,7.5,20,55,300.0,0.0,0.0,No,No
Rivers of Blood,Small Shields,Regular,69/0/0/0/0,59/63/33/36/25,0/0/0,8/0/0/0,E/-/-/-,100,1.5,39,55,100.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Claws,Regular,86/0/0/0/0,-/-/-/-/-,0/30/0,6/14/0/0,E/C/-/-,110,1.5,-,55,100.0,0.0,0.0,Yes,Yes
Erdtree Bow,Small Shields,Regular,69/0/0/0/0,52/63/40/36/39,0/0/0,7/0/0/0,E/-/-/-,100,1.5,39,55,100.0,0.0,0.0,Yes,Yes
Erdtree Bow,Thrusting Swords,Regular,98/0/0/0/0,35/20/15/15/20,0/0/0,9/16/0/0,E/C/-/-,120,4.0,15,60,100.0,0.0,0.0,Yes,Yes
Great Club,Straight Swords,Regular,110/0/0/0/0,45/30/25/25/30,0/0/0,10/10/0/0,D/D/-/-,100,3.0,30,70,100.0,0.0,0.0,Yes,Yes
Noble's Estoc,Ultra Greatswords,Unique,185/0/0/0/0,65/50/50/45/50,0/0/0,30/18/0/0,C/D/-/-,100,16.0,45,115,500.0,0.0,0.0,No,No
Malenia's Winged Blade,Daggers,Regular,65/0/0/0/0,35/20/15/15/20,0/0/0,5/9/0/0,E/C/-/-,130,1.5,15,50,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Daggers,Regular,68/0/0/0/0,35/20/15/15/20,0/0/0,7/0/0/16,E/C/-/-,115,1.5,15,40,500.0,0.0,0.0,No,No
Malenia's Winged Blade,Straight Swords,Regular,117/0/0/0/0,45/30/25/25/30,0/0/0,10/10/0/0,C/D/-/-,100,3.0,30,80,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Talismans,Unique,74/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/24,E/-/C/B,100,0.5,10,50,500.0,307.0,0.0,No,No
Ringed Knight Paired Greatswords,Greataxes,Boss,157/0/88/0/0,50/40/35/35/40,0/0/0,28/0/12/12,C/E/D/D,100,14.5,40,60,1000.0,0.0,0.0,No,No
Blasphemous Blade,Great Hammers,Regular,125/0/0/0/0,50/40/35/35/40,0/0/0,18/0/0/0,C/-/-/-,100,6.0,40,135,100.0,0.0,0.0,Yes,Yes
Gravelord Sword,Chimes,Spell Tool,52/0/0/0/0,25/15/10/15/15,0/0/0,3/0/0/14,D/-/-/A,100,0.5,10,50,100.0,232.0,0.0,No,No
Uchigatana,Straight Swords,Unique,117/0/0/0/0,45/30/25/25/30,0/0/0,10/10/0/0,E/E/-/E,100,3.0,30,80,500.0,0.0,0.0,Yes,No
Uchigatana,Straight Swords,Regular,100/0/0/0/0,50/30/25/25/30,0/0/0,12/18/0/0,D/D/-/-,100,6.5,30,70,500.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Spears,Regular,90/0/83/0/0,50/30/25/25/30,0/0/0,15/18/9/9,E/D/E/E,100,9.5,25,70,800.0,0.0,0.0,No,No
Gravelord Sword,Bows,Bow,67/0/0/0/0,-/-/-/-/-,0/0/0,9/18/0/0,E/C/-/-,100,3.0,-,65,150.0,0.0,63.0,No,No
Ringed Knight Paired Greatswords,Greatswords,Boss,139/0/0/0/0,55/40/35/35/40,0/0/0,24/18/0/0,C/D/-/-,100,11.5,40,95,1000.0,0.0,0.0,No,No
Moonlight Greatsword,Claws,Regular,91/0/0/0/0,-/-/-/-/-,0/30/0,6/19/0/0,E/C/-/-,110,3.0,-,65,100.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Greatswords,Boss,110/86/0/0/0,50/35/30/30/35,0/0/0,17/15/12/0,D/D/C/-,100,9.0,40,85,1000.0,0.0,0.0,No,No
Malenia's Winged Blade,Normal Shields,Unique,92/0/0/0/0,89/43/38/33/36,0/0/0,10/0/0/0,D/-/-/-,100,4.5,50,75,500.0,0.0,0.0,Yes,No
Rivers of Blood,Reapers,Boss,110/77/0/0/0,40/25/20/20/25,0/0/45,12/16/12/11,E/B/C/E,100,13.0,20,60,1000.0,0.0,0.0,No,No
Noble's Estoc,Daggers,Regular,93/0/0/0/0,40/25/20/20/25,0/0/0,12/16/0/0,E/E/-/-,110,2.5,20,55,100.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Great Hammers,Boss,188/0/0/0/0,60/45/40/40/45,0/0/0,40/0/0/0,C/-/-/-,100,21.0,45,340,500.0,0.0,0.0,Yes,No
Black Knight Halberd,Curved Swords,Boss,78/78/0/0/0,40/30/25/25/30,0/0/0,10/16/0/0,-/C/D/-,100,2.5,25,70,1000.0,0.0,0.0,No,No
Malenia's Winged Blade,Torches,Regular,90/0/65/0/0,45/30/25/25/30,0/0/0,14/0/10/10,D/E/E/E,100,6.0,30,45,100.0,0.0,0.0,No,No
Hand of Malenia,Greatswords,Regular,138/0/0/0/0,50/35/30/30/35,0/0/0,16/13/0/0,D/D/-/-,100,9.0,35,75,100.0,0.0,0.0,Yes,Yes
Reduvia,Normal Shields,Regular,79/0/0/0/0,86/68/50/45/41,0/0/0,8/0/0/0,D/-/-/-,100,3.5,51,80,100.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Claws,Regular,91/0/0/0/0,-/-/-/-/-,0/30/0,6/19/0/0,E/C/-/-,110,3.0,-,65,100.0,0.0,0.0,Yes,Yes
Bloodhound Fang,Greatshields,Boss,132/0/0/0/0,100/74/76/63/73,0/0/0,40/0/0/0,D/-/-/-,100,20.5,73,205,1000.0,0.0,0.0,No,No
Great Club,Spears,Unique,102/0/0/0/0,40/65/60/60/65,0/0/0,18/14/0/13,D/D/-/D,100,6.5,25,65,1000.0,0.0,0.0,No,No
Rivers of Blood,Spears,Boss,128/0/0/34/0,55/35/30/30/35,0/0/0,16/22/0/18,D/D/-/D,100,14.5,25,100,1000.0,0.0,0.0,No,No
Great Club,Chimes,Spell Tool,52/0/0/0/0,25/15/10/15/15,0/0/0,3/0/0/18,E/-/-/C,100,0.5,10,45,100.0,198.0,0.0,No,No
Noble's Estoc,Crossbows,Bow,64/0/0/0/0,0/0/0/0/0,0/0/0,16/14/0/0,-/-/-/-,100,7.5,0,35,1000.0,0.0,35.0,No,No
Moonlight Greatsword,Pikes,Unique,126/0/12/0/0,45/30/20/20/30,0/0/0,15/17/0/0,D/D/E/E,100,9.0,25,90,800.0,0.0,0.0,No,No
Black Knight Halberd,Reapers,Regular,105/0/0/0/0,40/25/20/20/25,0/30/0,14/14/0/0,E/C/-/-,100,7.0,20,60,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Staves,Unique,120/0/0/0/0,30/25/20/20/20,0/0/0,12/0/14/10,D/D/B/C,100,3.0,15,55,500.0,270.0,0.0,No,No
Moonlight Greatsword,Hammers,Regular,113/0/0/0/0,45/30/25/25/30,0/0/0,12/10/0/0,C/E/-/-,100,4.5,30,70,100.0,0.0,0.0,Yes,Yes
Gravelord Sword,Spears,Unique,73/77/0/0/0,40/30/20/20/25,0/0/0,10/10/18/14,E/D/-/B,100,3.0,20,50,1000.0,220.0,0.0,No,No
Malenia's Winged Blade,Claws,Regular,91/0/0/0/0,-/-/-/-/-,0/30/0,6/19/0/0,E/C/-/-,110,3.0,-,65,100.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Talismans,Spell Tool,52/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/14,D/-/-/B,100,0.5,10,55,100.0,220.0,0.0,No,No
Rivers of Blood,Spears,Regular,90/0/83/0/0,50/30/25/25/30,0/0/0,15/18/9/9,E/D/E/E,100,9.5,25,70,800.0,0.0,0.0,No,No
Great Club,Greatshields,Regular,115/0/0/0/0,100/75/71/71/75,0/0/0,38/0/0/0,D/-/-/-,100,18.0,67,170,300.0,0.0,0.0,Yes,Yes
Uchigatana,Normal Shields,Regular,88/0/0/0/0,84/47/69/64/67,0/0/0,12/0/0/0,D/-/-/-,100,4.0,57,70,200.0,0.0,0.0,Yes,Yes
Noble's Estoc,Staves,Spell Tool,60/0/0/0/0,25/25/10/10/15,0/0/0,6/0/12/0,E/-/B/-,100,2.5,10,45,50.0,218.0,0.0,No,No
Hand of Malenia,Axes,Regular,125/0/0/0/0,45/30/25/25/30,0/0/0,12/8/0/0,D/D/-/-,100,4.0,30,80,120.0,0.0,0.0,Yes,Yes
Uchigatana,Greataxes,Boss,200/0/0/74/0,55/45/40/40/45,0/0/0,40/0/0/0,D/E/-/D,100,20.0,40,165,1000.0,0.0,0.0,No,No
Erdtree Bow,Curved Swords,Unique,123/0/0/0/0,45/30/25/25/30,0/0/0,12/18/10/0,D/D/-/-,100,3.5,30,90,300.0,0.0,0.0,No,No
Dragon Slayer Spear,Greatswords,Boss,110/86/0/0/0,50/35/30/30/35,0/0/0,17/15/12/0,D/D/C/-,100,9.0,40,85,1000.0,0.0,0.0,No,No
Old King's Great Hammer,Ultra Greatswords,Regular,159/0/0/0/0,65/50/45/45/50,0/0/0,28/10/0/0,D/D/-/-,100,20.0,45,100,100.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Greataxes,Regular,167/0/0/0/0,50/40/35/35/40,0/0/0,24/10/0/0,D/E/-/-,100,14.0,35,85,200.0,0.0,0.0,Yes,Yes
Hand of Malenia,Halberds,Unique,118/0/75/0/0,40/25/20/20/25,0/0/0,18/18/12/12,D/D/B/-,100,10.0,25,85,200.0,220.0,0.0,No,No
